Iban source,Amount,Transaction type,Company Name
GL8703913380072002,702.79,withdrawal,Hermann  Marquardt and O'Connell
PL24303497020600107360054873,629.55,withdrawal,Mann and Sons
HU96252737266026705009514017,729.16,invoice,Buckridge Inc
NO8972622100737,811.06,withdrawal,Roob - Senger
LB8757592345T5SI7M2276432875,145.58,deposit,Stracke - Lubowitz
MR3481030020339080207241269,269.79,payment,Huel - Schuppe
XK980036002419132004,37.33,withdrawal,Dibbert  Kemmer and Bernier
BG55KZOS9778898J704HO9,619.89,withdrawal,Block - Pacocha
CY8831000239921U881272076451,817.37,payment,Legros Group
HU62079059995110093223001644,346.39,withdrawal,Lynch - McCullough
VG4175850051806402080224,472.43,payment,Davis LLC
GB81AGBV10664220050052,665.02,invoice,Rau LLC
HU55943910812006010073770036,474.44,withdrawal,Langosh - Kozey
IE31R03867083600308421,484.24,payment,Mills - Hansen
RO40MQQR14430N2670279345,289.99,invoice,Lakin LLC
DO43WUWO80020076838048860046,50.26,payment,Rosenbaum Inc
AE687501090089851800227,78.79,invoice,Maggio  Smith and Lang
XK824008780370050086,373.01,invoice,Tremblay - Ankunding
XK362081095304073008,403.72,withdrawal,Harris  Ernser and Russel
BG60EDMW785009N0969016,247.36,deposit,Hoeger - Veum
MK90839V0IW42719457,340.62,withdrawal,Botsford - Cronin
BA610850788071070889,309.62,withdrawal,Rowe  Raynor and Schowalter
ME14882370031017600581,81.51,payment,Thompson LLC
LI18008776V8Z65787W02,283.84,withdrawal,Conn  Jacobson and Turner
GE90L49908930040069147,407.04,deposit,Goodwin Inc
PK7796028302010844048678,826.37,invoice,Barrows  Hayes and Greenholt
BG09NKML04087744869A2P,69.33,withdrawal,Jakubowski - Heidenreich
BA030559450530086164,763.08,invoice,Gislason  Kovacek and Ruecker
GL2207920830075716,298.33,deposit,Sporer - Schultz
MK38093096X363M4835,508.26,payment,Schumm LLC
QA93UGPA064367K33BYG26Z809002,132.42,deposit,Stoltenberg  Prohaska and Heidenreich
ES3044390800310071108015,536.92,deposit,Ziemann  Mueller and Jakubowski
MU41QECJ0018294620069208021RWF,968.27,payment,Wuckert Inc
FO7902081471560814,353.08,invoice,Beahan - Fadel
ME06060009050440790168,488.98,invoice,Stroman LLC
VG135Q135300369006554471,193.47,invoice,Flatley  Parker and Hegmann
PK86758M0926710040080459,172.90,invoice,Pollich - Bechtelar
AZ504J1Q00199800308300600027,77.34,withdrawal,Considine LLC
MC2189750070498188936U51T24,7.51,deposit,Dickinson - Glover
NO3560058025098,271.88,payment,Beatty Inc
AE986634060077067068706,138.25,payment,Stoltenberg LLC
FO5501688500230057,229.22,payment,Mills - Jacobi
PS44S243907006003005930930048,693.75,withdrawal,Hyatt - Hessel
IL844009798760560860913,591.87,deposit,Dibbert - D'Amore
TL320131943475271640039,831.71,withdrawal,Pfannerstill - Connelly
CZ7300017053654609000888,351.89,deposit,McGlynn LLC
MT47XGCE160318675552001EW89885B,204.88,invoice,Wintheiser - Kerluke
GI88RUOR0Z402NU24C38946,734.10,withdrawal,Kuhic - Cummings
MT31PZSC097553U621633V89933666E,823.93,invoice,Mueller  Dickinson and Gislason
SI33051098948506996,117.24,payment,Leuschke Inc
LI51065311L812531485G,711.33,deposit,Herman - Hane
LV35ZSBU2367S22F67W00,452.43,invoice,Klein LLC
CH0752002J93U8C4G2HV6,271.26,invoice,VonRueden LLC
CZ6478700500630253500956,227.84,invoice,Ondricka - Nikolaus
HU47083374486066877589828064,932.90,payment,Huels  Davis and Torphy
SI65867791366700466,287.24,invoice,Stanton  Hamill and Heller
HU91686014837820267900390580,288.51,deposit,Smith - Parker
MT94VDVY6009346CW55X9F655N49UP8,586.42,payment,Russel Inc
XK171543201303107052,816.42,payment,Kovacek  Predovic and O'Conner
HU78009544987400700340270017,695.41,payment,Luettgen - Hoeger
GI62QGVA7B2L756519L6503,205.10,withdrawal,Tromp - Romaguera
PL98001807135700672000100840,53.03,invoice,Schroeder LLC
GR863108016O41Q0V393570A578,521.74,deposit,Klein - Swaniawski
IS330036452806361726007237,831.40,payment,Funk - Russel
IS970320927828007340077695,355.01,invoice,Jaskolski LLC
KW29GLFH28S7838I302Q5G33A7200D,913.46,payment,Stokes LLC
CZ7749408650892060030916,476.19,withdrawal,Bashirian  Oberbrunner and Reynolds
ES9557500126772661009001,210.67,deposit,Volkman LLC
VG45ZR374955017720600614,208.31,deposit,Rodriguez - Mante
DO95ELZL20507855252500100993,627.02,payment,Ritchie - Homenick
LU316132E5252738G154,213.11,payment,Volkman Group
CR9275609269213043529,156.55,deposit,Beer Group
MT74IIDN0029694213U047277372EH5,296.83,invoice,Stark Group
AE418540080010076010023,566.10,deposit,McKenzie  Bernier and Erdman
LU396406YT369J225U06,358.77,deposit,Jacobi Inc
RS80014039001166906999,982.13,deposit,Okuneva - Torphy
SM65C32500900525429I5G19983,566.48,payment,Mills - Windler
TR079008310U50R702U26800J3,690.58,payment,Schuster Group
JO71JTZD9848106270057770430735,732.14,invoice,Botsford - Bailey
MK732600H8257F76485,136.19,payment,Collins and Sons
MT47XVBE02149Y79B933711KPQ8E798,288.97,deposit,Hartmann LLC
HR0722038139281078641,773.81,deposit,Hodkiewicz  Rutherford and Gusikowski
NO3876136000666,740.81,withdrawal,Mosciski  Sipes and Bartoletti
LT181245395208008005,110.96,withdrawal,Berge  Cassin and Blick
HU41286003899003187011800070,653.96,withdrawal,Bashirian  Schultz and Gibson
DO21LTUN76006011092709910079,505.83,deposit,Nicolas Group
HU82803002860067400305901929,248.84,deposit,Altenwerth  Maggio and Ritchie
VG2800037200700320802929,970.22,invoice,Cruickshank - Krajcik
FO8107765030960847,668.90,withdrawal,Moore  Goodwin and Kihn
CZ3846643400321540800453,734.75,payment,Willms Inc
BR3420010600310021390810697I1,481.08,withdrawal,Adams  Klocko and Morar
FO9831585140122083,755.28,deposit,Waters - Schowalter
FI4603014770660065,766.19,payment,Swift Inc
MK600563605043E2099,507.72,invoice,Bernier  Aufderhar and Parisian
AD201090161949906M405553,653.14,invoice,Zemlak and Sons
FR5620040300795694863690839,381.18,withdrawal,Nader - Langworth
SK0770099051867419007859,363.22,payment,Bernier - Padberg
NO3801100040369,925.98,payment,Volkman LLC
MU75GKKD2362810539870094064FIE,679.18,deposit,Wuckert - Hodkiewicz
HR3272083361375800223,295.34,withdrawal,Dooley  Friesen and Gaylord
BR0200800415900365057101461Z7,889.50,payment,Bogan Group
MK2316005BD7408LG33,357.08,payment,Lesch  Bartell and Conn
KZ5809677085601258E7,934.17,payment,Quigley  Torphy and Kreiger
MR3781030070936042864417126,953.62,deposit,Gorczany and Sons
PT83160400873327269670078,999.18,withdrawal,Yost - Murphy
TL411430504207900228744,878.19,invoice,Erdman Inc
AZ33LP9938469904702840343127,154.05,invoice,Bednar - MacGyver
LI84000258T7781R1E512,901.99,withdrawal,O'Hara Inc
GT19M1BY3830J3R4001135728380,235.92,payment,Tillman - Beatty
NO9215792055739,957.72,payment,Barton - Wilkinson
SK4730003034075074603072,282.85,withdrawal,Thompson - Nader
BH75FHUC9E65CL09X24Q50,899.96,deposit,Powlowski LLC
IS070030757537001550072389,425.37,payment,Kohler  Kuhic and Ferry
IT93Z01007004982M6AE1885390,754.73,deposit,Kautzer - Yundt
DK1735920660010181,929.80,payment,Crist - Cole
BE37615640223531,647.02,payment,Purdy  Kihn and Stiedemann
GL1720730200535805,737.92,invoice,Balistreri - Wilkinson
TR340613723331220512V15774,890.38,payment,Kuhlman Inc
FO6107880084472003,182.81,payment,Berge  Langosh and Will
BG35NEOR00886261120S85,537.14,withdrawal,Nitzsche  Murphy and Walsh
GT80205M3FLT311409HUA3M31PV6,944.35,payment,Abbott  Kertzmann and Cummerata
IT20Z82053161546A8000W35618,230.92,deposit,Schulist LLC
GE39E54568619905409654,610.98,deposit,Moore Inc
CH850800544P9019290IP,705.27,withdrawal,Heller  Thiel and Hartmann
DE60003007510641018368,932.57,withdrawal,Cole  Simonis and Durgan
RO58VSEGH858Z78L5C10996X,273.34,withdrawal,Bednar Inc
SK7906254967974400470071,838.07,withdrawal,Boyer - Doyle
FI0704594399001017,946.51,invoice,Bechtelar LLC
AL41830200661P5001Z153696199,732.44,payment,Upton Inc
CH410026094PU9824257B,248.46,deposit,Tromp - Jacobi
BG88AFNC00726492U9J3R2,528.91,withdrawal,Kemmer - Quitzon
GR212106004720K31307IQW2060,826.51,payment,MacGyver - DuBuque
PL17740250040072000030934121,161.82,deposit,Rice Inc
CZ2407325770130010106094,790.18,payment,Welch and Sons
MU88UCSR1001688156026682004MCV,126.73,invoice,Hintz - Rolfson
GE045A6035006308087910,131.07,deposit,Toy LLC
HR3926465670089100701,240.96,withdrawal,Romaguera - Cassin
PL07993570088532006001003776,973.85,payment,Anderson  Herman and Kiehn
FR442760020162990HEPA7G4181,146.84,deposit,Russel LLC
GT194761968S0O1196O593IA4J58,728.46,withdrawal,Hansen Inc
BA607163825100204460,127.80,payment,Howell - Mraz
BA279775592003002254,949.38,payment,Farrell - Kshlerin
JO88LTXZ2560020034940048260475,840.16,payment,Morissette - Senger
GB62LFUP98021741003133,824.87,withdrawal,Kohler Group
JO93DEBK0704162696995003348209,682.97,withdrawal,Torp LLC
CY17807773731824088313881X4G,838.09,withdrawal,Stracke - Koss
IT87N0550800391605P00764735,257.27,invoice,Collins - Schinner
GE632R0023053063918582,315.18,deposit,Goyette Group
CY70604819262052X277PW921Q47,542.70,payment,Hane  Nolan and Muller
MD2796Z3J45HLV8511OL190O,32.14,payment,Bergnaum  Halvorson and Kohler
ME23882894720305372006,256.49,deposit,DuBuque Inc
SA041767Y950100247443738,991.58,payment,Little Inc
MK50020095779276604,159.33,deposit,Jenkins Inc
GE984D0441192447243515,4.74,withdrawal,Brown - Osinski
KW93WQOX6EG790GN3021Y932079128,216.98,invoice,Ankunding and Sons
SI78404022409200899,276.18,deposit,O'Connell  Bergstrom and Braun
IT97H8330170441608S8E642UR4,65.40,deposit,Jones  Boyer and Powlowski
SE6316063400623870608026,408.05,withdrawal,Gusikowski - Swift
TL041400902954000550329,613.19,withdrawal,Waelchi  O'Hara and Morissette
BR4701301620080040473358100RM,99.81,deposit,Kirlin - Corwin
SA84648W902412803746L473,72.89,withdrawal,Bruen Group
GL4614640090207254,370.50,payment,Sauer  Mayer and Jakubowski
QA74FCAH86096011623940592FH43,580.20,withdrawal,MacGyver LLC
SI50720220062929029,195.63,payment,Hintz and Sons
AZ5806R500700530290600282776,378.16,withdrawal,Murray - Skiles
MK514213668I1V06434,117.75,payment,Auer  Monahan and Trantow
GE60250001807200903895,261.92,invoice,Feeney LLC
BG39JFEQ5095763S732732,857.54,payment,Wintheiser and Sons
QA45WCIO32Y7908680C52X0621P7R,192.89,deposit,Hoeger and Sons
AT069004900071140045,321.45,withdrawal,Bradtke  Hyatt and Gaylord
AZ42089780814705001010060002,256.63,payment,O'Keefe - Bartell
LV58RBWQ284326269106S,79.35,invoice,Jacobi - Krajcik
RO03NBGC0138587H34178Q90,653.09,invoice,Kirlin - Torp
JO92IMLH0190020098050366463523,757.96,invoice,Russel  Little and Hand
LT824008908293090011,354.17,payment,Dooley LLC
CH119080168863488683I,906.10,invoice,Lebsack Inc
AE242958100232631070079,750.48,withdrawal,Gleichner  Ritchie and Barton
PT35057450052804247900292,154.10,withdrawal,Raynor - Gerlach
DE06002937502007952515,450.74,withdrawal,Kihn  Anderson and Walsh
AL57743210219307C4236722Z4I1,931.81,deposit,Dooley  Baumbach and Swift
FI9200968018670535,539.65,invoice,Homenick - Tremblay
PL18400888009004004632313579,399.13,withdrawal,Kertzmann Group
XK221694681002200053,839.98,deposit,Balistreri - Olson
LI7799092WD6MF542Y996,699.53,withdrawal,Schuster - Schinner
CH2795140M4053107V998,516.93,deposit,Jast  Buckridge and Thompson
SI65200970049310071,553.98,deposit,Ritchie Inc
HR4950379956741080099,243.99,withdrawal,Hickle - McKenzie
QA36RHJP9Y005NG15J0EBX4767932,892.68,withdrawal,Kemmer LLC
TR93878871069H16N56K7N2728,720.43,payment,Krajcik - Nicolas
AE690039634200958036882,816.48,deposit,Bayer - Pagac
RS04716108596600703251,887.21,deposit,Feil Inc
FI1910600620850064,25.79,withdrawal,Krajcik - Hane
MC310100030065998594636L429,907.65,withdrawal,Marquardt - Toy
CZ1705003572822472250568,340.96,payment,Lang - Kunde
FR788096402685O297614996347,937.31,deposit,Kilback Group
MK25059C5EQ44428918,329.87,payment,Strosin  Kreiger and Jenkins
LT959074204658001005,986.31,invoice,Rath - Gorczany
SK6610350085557063004938,455.11,withdrawal,Cummerata Inc
GB05NPJM80100900080044,188.57,invoice,Hahn  Ernser and Bechtelar
GB73ARNZ83208600430483,743.80,payment,Grant and Sons
IS664596234380198009130271,670.35,invoice,Stamm  Pacocha and Reichel
SM77B7520311955764216270GK8,36.83,invoice,Gottlieb  Turner and Stanton
CH390630430666S0445VK,21.10,invoice,Becker  Goldner and Carter
DO60PVER20081562009115757503,874.45,withdrawal,West Group
NO8700323608807,328.63,deposit,Bednar  Fisher and Mills
NO6300520206026,643.64,withdrawal,Daugherty  Kozey and Rowe
MR4058440676203009358552001,985.16,payment,Anderson - Koss
GL7509288447297872,344.03,deposit,Sipes - Hegmann
LT414464654328731263,401.76,withdrawal,Turcotte  Yundt and Morissette
EE181386015850702899,101.14,invoice,O'Hara Inc
FI6903464709019087,450.81,withdrawal,Wolff LLC
KW71IONV132940604412222347ABO5,826.47,deposit,Beatty  White and Metz
GL5806360080030794,393.95,withdrawal,Kihn Group
EE847095700465173573,377.73,payment,Grant  Kovacek and Quitzon
HU34008133262001640200202292,70.68,deposit,Lesch  Thiel and Hessel
GB92NMLC94508320010496,71.28,withdrawal,Schmitt Inc
PK90R3835737001638700137,60.94,deposit,Steuber  Ullrich and Schroeder
SI47137940061800405,361.50,withdrawal,Rohan Inc
SK7936038028931900770344,497.30,withdrawal,Osinski - Ziemann
DO70PIVF21240090404091278002,998.49,payment,Leuschke - Anderson
TN1663009105600600900602,26.85,invoice,Bogisich LLC
CR4030230950014800476,9.81,deposit,O'Reilly Inc
RO08VOJIC416249040274116,343.37,deposit,Spinka  Towne and McKenzie
MU70MBPS6019405450362759206CRJ,944.96,payment,Berge Group
PS782707630989009708040100522,314.46,invoice,Becker LLC
GB68SITP78400104907006,62.14,deposit,Sauer Group
LI4900814801649752H68,948.10,withdrawal,Stehr  Walter and Heller
AL60537003645870581R68680354,123.42,deposit,Lockman Group
FR4260056801628E8U73X371E43,992.72,withdrawal,Frami Inc
BG84VVTL0100282857MEQ1,185.25,withdrawal,Powlowski and Sons
SI26902932890045029,103.17,withdrawal,Sanford - Upton
TN9100481057105004600490,493.78,payment,Bogisich  Runolfsdottir and Lehner
PT64392970021758002708068,617.15,deposit,Senger  Kunde and Thompson
AZ07FA9100401000890093000016,167.01,invoice,Fritsch Group
AZ51785100079890405703166355,848.50,payment,Torphy and Sons
XK821533100600331008,506.62,withdrawal,Durgan Inc
KZ291028N299798N9X95,70.36,payment,Shields - Schroeder
IT63M00655000521538714H18W8,566.66,payment,Turner Group
AD463300543657W67T74255S,629.73,invoice,Cronin  Pfeffer and Halvorson
NO7053638020589,493.64,payment,Sauer - Barton
LI096008395124UX51120,361.20,payment,Towne - Jaskolski
TL408306063005005259060,246.78,withdrawal,Tillman Group
GR311009954S64G2014684457P5,287.84,withdrawal,Pagac Group
BE09519528606004,394.19,payment,Fadel LLC
GI29LJMZ9X19984704279P7,962.26,deposit,Fritsch - Grimes
IL450076550030056500929,270.17,payment,Fadel  Feil and Sipes
RS97003737096780099081,233.86,invoice,McLaughlin - Sanford
KW31ZJFQ35763D35428839391I4962,643.18,deposit,Berge Group
GT109882320QJX19753078462G38,103.45,withdrawal,Pfeffer - McCullough
CH4490387719574964421,826.67,invoice,Weber - Nikolaus
LI830809277532536404V,719.16,invoice,Hayes  Dickens and Goodwin
SK7620070061133001260059,407.66,withdrawal,Marvin Inc
CH3900407999267020095,540.16,payment,Schmeler - Barton
AZ14162830210093690016370056,296.47,deposit,Conroy - Fritsch
GT869ST75C35422687Z0801O5O76,283.16,withdrawal,Batz  McLaughlin and Grant
DK7007366007087252,585.25,invoice,Berge Inc
HU38513706054330601000401360,47.12,deposit,Upton LLC
SI87702300233400163,905.21,deposit,Flatley Inc
PS8671T7088130515370110980380,747.82,deposit,Sawayn - Grimes
QA88FUUM5RZ4IE38G49F49366724I,952.99,payment,Zboncak  Ryan and Wilkinson
LU826819242963021861,880.45,invoice,Jakubowski  Rice and Schmitt
GB38VVEX24681156008055,333.33,payment,Hammes Group
TR9167229D1383V3W59EIC9647,996.01,withdrawal,Hand  Effertz and Kub
AE705390270020880360069,116.85,payment,Purdy and Sons
GB62UPFY00900800092830,928.23,withdrawal,Ruecker - McClure
SK3500850064270092610055,23.52,payment,Rodriguez - Cummerata
HR3700505130020386007,253.29,withdrawal,King  Kilback and Rosenbaum
FO9174106005983017,999.10,invoice,Cruickshank Group
TL221775400300950072823,610.48,invoice,Larson  Dooley and Wiza
IE38FK1910085320908534,976.14,withdrawal,Herzog  Konopelski and Berge
TR7200061ZA1U2432FH403J749,964.41,payment,Walsh - Mohr
XK427635900506000026,256.89,invoice,Howell  Kiehn and Kuhic
BG23NBSL0000977YJA8M1Z,439.67,withdrawal,Miller  Leffler and Muller
DK6800879490950719,640.87,deposit,Feest - O'Connell
IT83B90083300453607B65430VD,27.73,invoice,Jakubowski  Hickle and Dickens
LI27956844019O52Z3701,505.87,deposit,Schuppe - O'Kon
IS860005400086059010905653,506.40,deposit,Christiansen and Sons
VG3282160298008000700504,941.47,deposit,Hilll - Lind
RS51003370050633007004,381.27,payment,Grady LLC
CR9400291008646850016,130.60,payment,Bernhard  Nader and Mann
DE68007618041780066520,530.24,invoice,Bashirian  Erdman and Lebsack
SM19Y7008046009725336170355,620.22,invoice,Jacobson  Romaguera and Fisher
LV24UQCP1418910D02355,446.41,invoice,Blanda - Berge
AE120050606600015073372,747.83,invoice,VonRueden - Klein
MU59IXML0836400569012400410VOW,914.55,withdrawal,Stroman  Kshlerin and Sporer
FR85840002938244W7776132B42,895.34,deposit,Bruen Inc
BH47CYXC429T11719E55U0,18.80,payment,Howe LLC
NO1619868226221,712.43,deposit,Homenick - Runolfsdottir
TL388380011090060082980,703.93,invoice,Rosenbaum  Mayert and Miller
AT127348904109071128,458.08,withdrawal,Kautzer and Sons
BE15669006003790,137.68,withdrawal,Mills LLC
FR83725070761712777I463ZP05,678.33,invoice,Mertz Group
IT40N04006205086EG12299XB5R,248.67,invoice,Hauck - Wunsch
MR3860037200919873430305907,947.73,payment,Schoen  Kuhic and Reynolds
AZ64827008007006050072002043,12.05,payment,Collier  Gleichner and Grady
GI70CYDA6Z8534363F74125,666.47,withdrawal,Lindgren and Sons
VG5087YS8056402011593069,860.91,deposit,Swift and Sons
BH89UBQSP0Z908783U7136,224.94,withdrawal,Emard  Stanton and Shanahan
TL747399800700808208081,29.77,invoice,Oberbrunner - Hayes
BR1846406003490470000006069K0,53.52,payment,Kutch  Walter and Hilll
XK676437731607870990,908.74,invoice,Olson - Abshire
MU87GINP0031540744934789938MLU,221.30,withdrawal,Ondricka - Nolan
SI16805851088722039,647.02,withdrawal,Sanford Inc
LV78ULSI832A554593N87,95.74,invoice,Harber - Hermiston
QA74ZVKW01819691M1M747Z1P70W6,502.78,withdrawal,Schulist Inc
PK080H764070032041338052,992.39,invoice,Lueilwitz Group
DE23350584370022600352,814.08,withdrawal,Fay - Ruecker
AD62034359206TL876415332,669.44,payment,Hoeger - Little
TN9580830820050010062359,552.39,deposit,Hackett  Muller and Schamberger
DE45500373492017776865,781.68,invoice,Zemlak and Sons
MD172J9352H8F43P73D707F6,411.06,deposit,Ritchie  Crooks and Monahan
AT932779200435860043,327.82,invoice,Bins - Morar
LV59OZCF886477M646869,554.01,withdrawal,Jast - Klein
ES0950202069050260058054,650.95,invoice,Bins - Hoeger
BH95XVON5P4Y50716D816N,282.25,withdrawal,Armstrong LLC
BR1200214069418037341005671W0,273.43,payment,Bogisich - Okuneva
EE157613600357130690,611.49,withdrawal,Bruen Inc
SI97009790389110054,531.46,deposit,Olson LLC
IT95E009094024593273K30R892,127.31,invoice,Beier Group
CZ9660149192511100835243,769.07,deposit,Mante  Cormier and Hessel
PL97900200966400501965703007,892.17,invoice,Prohaska  Schmitt and Monahan
SM10Q1493010160364T9R6O0041,499.20,deposit,Schroeder  Kilback and Kirlin
MK74013961644W91650,32.08,deposit,Armstrong - Reilly
LB6351670J806N5990943G12354J,815.90,invoice,Kirlin - Hickle
BH69AAWFZ35U408V09W183,623.98,deposit,Paucek Group
TR08602435208W732315JUO8Y2,271.28,withdrawal,Wisoky  Hermann and Nikolaus
